"Nasdaq Traded","Security Name","Listing Exchange","Market Category","ETF","Round Lot Size","Test Issue","Financial Status","CQS Symbol","NASDAQ Symbol","NextShares"
"True","Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059","N"," ","False","100.0","False","","MGR","MGR","False"
"True","Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060","N"," ","False","100.0","False","","MGRB","MGRB","False"
"True","McGrath RentCorp - Common Stock","Q","Q","False","100.0","False","N","","MGRC","False"
"True","Magenta Therapeutics, Inc. - Common Stock","Q","G","False","100.0","False","N","","MGTA","False"
"True","MeiraGTx Holdings plc - Ordinary Shares","Q","Q","False","100.0","False","N","","MGTX","False"
"True","Macquarie Global Infrastructure Total Return Fund Inc. Common Stock","N"," ","False","100.0","False","","MGU","MGU","False"
"True","Vanguard Mega Cap Value ETF","P"," ","True","100.0","False","","MGV","MGV","False"
"True","Magnolia Oil & Gas Corporation Class A Common Stock","N"," ","False","100.0","False","","MGY","MGY","False"
"True","Magyar Bancorp, Inc. - Common Stock","Q","G","False","100.0","False","N","","MGYR","False"
"True","Maiden Holdings, Ltd. Pref Shs Ser A (Bermuda)","N"," ","False","100.0","False","","MHpA","MH-A","False"
"True","Maiden Holdings North America, Ltd. 7.125% Non-Cumulative Preference Shares, Series C","N"," ","False","100.0","False","","MHpC","MH-C","False"
"True","Maiden Holdings, Ltd. 6.700% Non-Cumulative Preference Shares, Series D","N"," ","False","100.0","False","","MHpD","MH-D","False"
"True","Blackrock MuniHoldings Fund, Inc. Common Stock","N"," ","False","100.0","False","","MHD","MHD","False"
"True","BlackRock Massachusetts Tax-Exempt Trust","N"," ","False","100.0","False","","MHE","MHE","False"
"True","Western Asset Municipal High Income Fund, Inc. Common Stock","N"," ","False","100.0","False","","MHF","MHF","False"
"True","Mastech Digital, Inc Common Stock","A"," ","False","100.0","False","","MHH","MHH","False"
"True","Pioneer Municipal High Income Trust Common Shares of Beneficial Interest","N"," ","False","100.0","False","","MHI","MHI","False"
"True","Mohawk Industries, Inc. Common Stock","N"," ","False","100.0","False","","MHK","MHK","False"
"True","Maiden Holdings, Ltd. 6.625% Notes due 2046","N"," ","False","100.0","False","","MHLA","MHLA","False"
"True","Maiden Holdings, Ltd. - Common Stock","Q","S","False","100.0","False","N","","MHLD","False"
"True","Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock","N"," ","False","100.0","False","","MHN","MHN","False"
"True","Maiden Holdings North America, Ltd. 7.75% Notes due 2043","N"," ","False","100.0","False","","MHNC","MHNC","False"
"True","M/I Homes, Inc. Common Stock","N"," ","False","100.0","False","","MHO","MHO","False"
"True","Macquarie Infrastructure Corporation Common Stock","N"," ","False","100.0","False","","MIC","MIC","False"
"True","MICT, Inc. - Common Stock","Q","S","False","100.0","False","N","","MICT","False"
"True","American Century Mid Cap Growth Impact ETF","P"," ","True","100.0","False","","MID","MID","False"
"True","The Middleby Corporation - Common Stock","Q","Q","False","100.0","False","N","","MIDD","False"
"True","iShares MSCI USA Mid-Cap Multifactor ETF","P"," ","True","100.0","False","","MIDF","MIDF","False"
"True","Direxion Mid Cap Bull 3X Shares","P"," ","True","100.0","False","","MIDU","MIDU","False"
"True","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc. Common Stock","N"," ","False","100.0","False","","MIE","MIE","False"
"True","The Michaels Companies, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MIK","False"
"True","Global X Millennials Thematic ETF","Q","G","True","100.0","False","N","","MILN","False"
"True","Mimecast Limited - Ordinary Shares","Q","Q","False","100.0","False","N","","MIME","False"
"True","MFS Intermediate Income Trust Common Stock","N"," ","False","100.0","False","","MIN","MIN","False"
"True","AdvisorShares Newfleet Multi-sector Income ETF","P"," ","True","100.0","False","","MINC","MINC","False"
"True","MIND Technology, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MIND","False"
"True","MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock","Q","Q","False","100.0","False","N","","MINDP","False"
"True","PIMCO Enhanced Short Maturity Active Exchange-Traded Fund","P"," ","True","100.0","False","","MINT","MINT","False"
"True","Mirum Pharmaceuticals, Inc. - common stock","Q","G","False","100.0","False","N","","MIRM","False"
"True","Milestone Pharmaceuticals Inc. - Common Shares","Q","Q","False","100.0","False","N","","MIST","False"
"True","Mitek Systems, Inc. - Common Stock","Q","S","False","100.0","False","N","","MITK","False"
"True","Stealth BioTherapeutics Corp. - American Depositary Shares","Q","G","False","100.0","False","N","","MITO","False"
"True","AG Mortgage Investment Trust, Inc. Common Stock","N"," ","False","100.0","False","","MITT","MITT","False"
"True","AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A","N"," ","False","100.0","False","","MITTpA","MITT-A","False"
"True","AG Mortgage Investment Trust, Inc. Preferred Series B","N"," ","False","100.0","False","","MITTpB","MITT-B","False"
"True","AG Mortgage Investment Trust, Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share","N"," ","False","100.0","False","","MITTpC","MITT-C","False"
"True","MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares","N"," ","False","100.0","False","","MIXT","MIXT","False"
"True","Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock","N"," ","False","100.0","False","","MIY","MIY","False"
"True","ETFMG Alternative Harvest ETF","P"," ","True","100.0","False","","MJ","MJ","False"
"True","MicroSectors Cannabis ETNs","P"," ","True","100.0","False","","MJJ","MJJ","False"
"True","MicroSectors Cannabis 2X Leveraged ETNs","P"," ","True","100.0","False","","MJO","MJO","False"
"True","McCormick & Company, Incorporated Common Stock","N"," ","False","100.0","False","","MKC","MKC","False"
"True","McCormick & Company, Incorporated Common Stock","N"," ","False","100.0","False","","MKC.V","MKC.V","False"
"True","Molecular Data Inc. - ADS","Q","S","False","100.0","False","N","","MKD","False"
"True","Monaker Group, Inc. - Common Stock","Q","S","False","100.0","False","N","","MKGI","False"
"True","Markel Corporation Common Stock","N"," ","False","10.0","False","","MKL","MKL","False"
"True","MKS Instruments, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MKSI","False"
"True","MarketAxess Holdings, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MKTX","False"
"True","Mesa Laboratories, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MLAB","False"
"True","Malacca Straits Acquisition Company Limited - Class A Ordinary Shares","Q","S","False","100.0","False","N","","MLAC","False"
"True","Malacca Straits Acquisition Company Limited - Units","Q","S","False","100.0","False","N","","MLACU","False"
"True","Malacca Straits Acquisition Company Limited - Warrants","Q","S","False","100.0","False","N","","MLACW","False"
"True","Melco Resorts & Entertainment Limited - American Depositary Shares ","Q","Q","False","100.0","False","N","","MLCO","False"
"True","Herman Miller, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MLHR","False"
"True","Mueller Industries, Inc. Common Stock","N"," ","False","100.0","False","","MLI","MLI","False"
"True","Martin Marietta Materials, Inc. Common Stock","N"," ","False","100.0","False","","MLM","MLM","False"
"True","VanEck Vectors ETF Trust VanEck Vectors Long Muni ETF","Z"," ","True","100.0","False","","MLN","MLN","False"
"True","Millendo Therapeutics, Inc.  - Common Stock","Q","S","False","100.0","False","N","","MLND","False"
"True","Maui Land & Pineapple Company, Inc. Common Stock","N"," ","False","100.0","False","","MLP","MLP","False"
"True","Global X MLP ETF","P"," ","True","100.0","False","","MLPA","MLPA","False"
"True","ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2, 2040","P"," ","False","100.0","False","","MLPB","MLPB","False"
"True","UBS AG Exchange Traded Access Securities (E-TRACS) Linked to the Alerian Natural Gas MLP Index due July 9, 2040","P"," ","False","100.0","False","","MLPG","MLPG","False"
"True","UBS AG ETN","P"," ","False","100.0","False","","MLPI","MLPI","False"
"True","Credit Suisse Group Exchange Traded Notes due December 4, 2034, Linked to the S&P MLP Index","P"," ","False","100.0","False","","MLPO","MLPO","False"
"True","ETRACS Quarterly Pay 1.5X Leveraged Alerian MLP Index ETN","P"," ","True","100.0","False","","MLPR","MLPR","False"
"True","Global X MLP & Energy Infrastructure ETF","P"," ","True","100.0","False","","MLPX","MLPX","False"
"True","Morgan Stanley Cushing MLP High Income Index ETN","P"," ","False","100.0","False","","MLPY","MLPY","False"
"True","Miller Industries, Inc. Common Stock","N"," ","False","100.0","False","","MLR","MLR","False"
"True","Milestone Scientific, Inc. Common Stock","A"," ","False","100.0","False","","MLSS","MLSS","False"
"True","Malvern Bancorp, Inc. - Common Stock","Q","G","False","100.0","False","N","","MLVF","False"
"True","MMA Capital Holdings, Inc. - Common Stock","Q","S","False","100.0","False","N","","MMAC","False"
"True","Marsh & McLennan Companies, Inc. Common Stock","N"," ","False","100.0","False","","MMC","MMC","False"
"True","MainStay MacKay DefinedTerm Municipal Opportunities Fund","N"," ","False","100.0","False","","MMD","MMD","False"
"True","Marcus & Millichap, Inc. Common Stock","N"," ","False","100.0","False","","MMI","MMI","False"
"True","IQ MacKay Municipal Insured ETF ","P"," ","True","100.0","False","","MMIN","MMIN","False"
"True","IQ MacKay Municipal Intermediate ETF","P"," ","True","100.0","False","","MMIT","MMIT","False"
"True","First Trust Multi-Manager Large Growth ETF","P"," ","True","100.0","False","","MMLG","MMLG","False"
"True","Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests","Q","Q","False","100.0","False","N","","MMLP","False"
"True","3M Company Common Stock","N"," ","False","100.0","False","","MMM","MMM","False"
"True","Magellan Midstream Partners L.P. Limited Partnership","N"," ","False","100.0","False","","MMP","MMP","False"
"True","Maximus, Inc. Common Stock","N"," ","False","100.0","False","","MMS","MMS","False"
"True","Merit Medical Systems, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MMSI","False"
"True","MFS Multimarket Income Trust Common Stock","N"," ","False","100.0","False","","MMT","MMT","False"
"True","SPDR S&P 1500 Momentum Tilt ETF","P"," ","True","100.0","False","","MMTM","MMTM","False"
"True","Western Asset Managed Municipals Fund, Inc. Common Stock","N"," ","False","100.0","False","","MMU","MMU","False"
"True","Maverix Metals Inc. Common Shares","A"," ","False","100.0","False","","MMX","MMX","False"
"True","MakeMyTrip Limited - Ordinary Shares","Q","Q","False","100.0","False","N","","MMYT","False"
"True","Manning & Napier, Inc. Class A Common Stock","N"," ","False","100.0","False","","MN","MN","False"
"True","IQ Merger Arbitrage ETF","P"," ","True","100.0","False","","MNA","MNA","False"
"True","Monocle Acquisition Corporation - Common Stock","Q","S","False","100.0","False","N","","MNCL","False"
"True","Monocle Acquisition Corporation - Units","Q","S","False","100.0","False","N","","MNCLU","False"
"True","Monocle Acquisition Corporation - Warrants","Q","S","False","100.0","False","N","","MNCLW","False"
"True","MIND C.T.I. Ltd. - Ordinary Shares","Q","G","False","100.0","False","N","","MNDO","False"
"True","MannKind Corporation - Common Stock","Q","G","False","100.0","False","N","","MNKD","False"
"True","MediciNova, Inc. - Common Stock","Q","G","False","100.0","False","N","","MNOV","False"
"True","Western Asset Municipal Partners Fund, Inc. Common Stock","N"," ","False","100.0","False","","MNP","MNP","False"
"True","Monopar Therapeutics Inc. - Common Stock","Q","S","False","100.0","False","N","","MNPR","False"
"True","Monmouth Real Estate Investment Corporation Class A Common Stock","N"," ","False","100.0","False","","MNR","MNR","False"
"True","Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","MNRpC","MNR-C","False"
"True","Brigham Minerals, Inc. Class A Common Stock","N"," ","False","100.0","False","","MNRL","MNRL","False"
"True","Monro, Inc.  - Common Stock","Q","Q","False","100.0","False","N","","MNRO","False"
"True","MainStreet Bancshares, Inc. - Common Stock","Q","S","False","100.0","False","N","","MNSB","False"
"True","MainStreet Bancshares, Inc. - Depositary Shares","Q","S","False","100.0","False","N","","MNSBP","False"
"True","MINISO Group Holding Limited American Depositary Shares, each representing four Class A Ordinary Shares","N"," ","False","100.0","False","","MNSO","MNSO","False"
"True","Monster Beverage Corporation - Common Stock","Q","Q","False","100.0","False","N","","MNST","False"
"True","Manitex International, Inc. - common stock","Q","S","False","100.0","False","N","","MNTX","False"
"True","Altria Group, Inc.","N"," ","False","100.0","False","","MO","MO","False"
"True","VanEck Vectors Morningstar Wide Moat ETF","Z"," ","True","100.0","False","","MOAT","MOAT","False"
"True","MobileIron, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MOBL","False"
"True","Modine Manufacturing Company Common Stock","N"," ","False","100.0","False","","MOD","MOD","False"
"True","Model N, Inc. Common Stock","N"," ","False","100.0","False","","MODN","MODN","False"
"True","MidWestOne Financial Group, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MOFG","False"
"True","Moog Inc. Class A Common Stock","N"," ","False","100.0","False","","MOG.A","MOG.A","False"
"True","Moog Inc. Class B Common Stock","N"," ","False","100.0","False","","MOG.B","MOG.B","False"
"True","Mogo Inc. - Common Shares","Q","S","False","100.0","False","N","","MOGO","False"
"True","MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares)","N"," ","False","100.0","False","","MOGU","MOGU","False"
"True","Molina Healthcare Inc Common Stock","N"," ","False","100.0","False","","MOH","MOH","False"
"True","ECMOHO Limited - American Depositary Shares","Q","G","False","100.0","False","N","","MOHO","False"
"True","AGFiQ U.S. Market Neutral Momentum Fund","P"," ","True","100.0","False","","MOM","MOM","False"
"True","Momo Inc. - American Depositary Shares","Q","Q","False","100.0","False","N","","MOMO","False"
